index,SAVSNET_consult_id,Narrative,SAVSNET MPC,Consult_date,Species
1360,6430026,"v swollen left fore paw. happened last night. is bearing weight but lower leg swollen too. indoor cat but play fights with other cat, possibly cat bite abscess? one small area of scab felt on back of leg, too sens to examine fully. treatment as shown and rv if any issues. if still painful in 2 days time can have oral meloxaid dispensed",trauma,2019-07-24 11:01:43,cat
1363,6574182,"Unwell? Blood tests. Hx: generally O's feel she is not right but not sure why. Looks at O and miaows, different behaviour. Little more vocal than usual. Not using her tray all the time but will use an incont pad to urinate instead- different pattern, no more blood seen in her urine and not passing with increased frequency. Appetite N, drinks quite a bit- more than she used to, possibly sleeping more. She can move easily- so don't think mobility is the problem. Exam: Wt still rasonable (overwt). Mouth comfortable. HR - 144, chest NAD. Abdo palp- is overwt and slumps down with only having one hind leg, so not the easiest to palpate well but NAD. Unable to find anything specific on exam. Recommend blood tests as a starting point. Blood sample taken.",other_unwell,2019-08-21 17:50:46,cat
1366,1059901,"""glucose = 5.6 normal - rulse out early diuabetes as cause. o reports commited once more since last viti but not since 7 days ago, o satisfied back to normal. clin exam unremarkabel, took blood glucose to rule out diabetes. advised monitor""",other_healthy,2016-01-15 09:03:27,cat
1368,3220220,"""Health Check. ex stray, severe tartar to left carnassial, but causing no problems. Only has 2 teeth left, on wet food. Pupils seem cloudy, client has noticed the change recently. Reacting to light and does appear to react to movement.  Booked in for vaccinations as in club and will benefit from seeing a vet yearly to be checked.""",other_healthy,2017-06-07 12:45:38,cat
1370,2260518,"""Nails and fleas. - wont allow application of flea product at home.""",other_unwell,2016-10-05 14:16:51,cat
1372,5923087,"HC. NAD on PE. - Prescription -. Date: 2019-03-30 10:09:00. Vet:<<name>>, Qualifications: MRCVS. 1 X Advocate 80 (Lge Cat) 4-8kg (6 PK). Dosage: Apply one pipette on the back of the neck. Once a month. The solvent may stain or damage some materials. Dosage: Avoid contact between product and surfaces. Repeat: -",other_healthy,2019-03-30 10:17:48,cat
1374,4132972,"""AHC and booster. owner reports no concerns, - weight up significantly discussed this and advised reduce quantity of food at home (owner reports not feeding much but does hunt and eat out, advised as this is hard to control just to reduce amount of food fed at home).  clinical exam a little limited as grumpy but NAD. had to towel with nurse to vaccinate as bites. tricat + felv given.""",vaccination,2018-01-23 08:49:25,cat
1375,4913741,"""Booster. Owner reports matted fur and regular regurgitation after scoffing food. Advised slow down eating via smaller meals and possible use of treatballs etc. Advised needs to lose some weight. Abdo palp NAD. Chest ausc NAD. Some tartar and gingivitis upper premolars. Advised likely dental in future. Vacc given.""",vaccination,2018-08-16 17:39:43,cat
1382,5258243,"Appetite down, occasional vomiting, not himself. Hx: no obvious diarrhea per owner, loosing weight slowly. Pe: EENT mm pale pink teeth ok, H/L HR 150 RR 24 purring, Abd soft, full blasdder. Assess: possible porgan z , recommend labs to rule out organ dz. Plan: Client anxious and not concerned about cost. Assess for organ dz. Lab Request References Generated: Comprehensive Panel is 073375. Electrolytes Profile is 073375. Haematology (4 Part) is 073375. Lab Request References Generated: TT4 is 073375",other_unwell,2018-10-26 16:24:00,cat
1383,1408730,"""O thinks his problem is back again so they want to repat AB injection.One episode of vomit today. PE tartar+++, calculos, rest unremarkable. Given convenia and cerenia SC. Adv dental.""",other_unwell,2016-04-01 18:27:35,cat
1385,4267346,"""OR 3-4d D+, no blood or mucus, no v, still eating normal amount, little quieter than normal but still quite bright at home. CE nothing abnormal detected, no signs of dehydration, <<location>> and respiration nothing abnormal detected, abdomen relaxed and comfortable, lymph nodes nothing abnormal detected, temperature 38.7. Offered further investigation or trial bland diet and probind, Owner opts for latter. INI see back Monday, sooner if thinks needs seeing over weekend.""",other_unwell,2018-03-03 10:02:35,cat
1386,3461301,"""cat bite abscess base L pinna. clip and bathe.antibs.will give oral Meloxaid at home 2-3d.nft unless concerned.advise swb.""",trauma,2017-08-07 14:25:10,cat
1395,6831425,"vaccination and review geriatric cat. Mr in. on->Kaminox Liquid 120ml 2ml BID. Amodip Tabs 1.25mg BID. Benazapet 2.5mg SID: collected 10 tablets owed. O reports chilled cat, good appetite and mobility. can see fairly well and gets around despite aged body.can <<name>> onto tables/chairs. no bloods.urine or BP taken for some time. CE=HR=PR=180 ?occ gallop? non palp thyroid. severe tratar accum especially upper LHS arcade. aniscoria (R eye wider). residual retinal damage: suspect pre Tx hypertension bullous areas BOTh eyes. ab palp NAD. plantar stance fore legs, low carriage of hcks. BCS 4/9, with muscle loss. RF cuff size 3->av 180mmHg. Plan->. vaccines delivered in scruff only. wormed in house. advise topicals. advise increase amodip from 1.25mg BID-> 1.56mg BID (one to one and a quarter tablets BID). maintain benazepet 2.5mgs SID. kaminos 1ml BID. RV 4 wekes for repeat exam and BP measurement.",vaccination,2019-10-18 18:17:04,cat
1397,3313425,"""Was seen by <<location>> in 2009 for heart workkup and was put on atenolol. O cannot recall if followed up with <<location>>. Has been on 0.6ml atenolol since then. DUDE, no concerns.  PE: oral WNL. LN WNL. CV - no murmur or arrhythmia heard - spirit swab did not stop purring, but tap on did. Resp nad. Abdonen soft and non painful.  Discussed reexam with cardio to check heart still ok. Owner reluctant to seek further diagnstics. Plan to keep on atenolol. Prescription for atenolol 0.6ml PO BID 125mg/5ml 300 ml bottle. No repeats.  Next appointment in 6 months.""",vaccination,2017-07-01 09:37:44,cat
1398,750508,"""6 month health chk. all ok. wants to come back in and set up reg club, so can have broadline then.""",other_healthy,2015-10-27 17:21:12,cat
1399,2066215,"""sl hi BUN on POBs and prev hi BUN/crea. call Owner and permission to cysto and urine sg 1.050. renal function fine. meth/diaz premed. prop/iso. scale and polish as normal. right Pm3 FORL present. fractured on removal and had to drill out roots. come out ok. flushed after and looking good. home with meloxaid for 3 days and Revisit for POC.""",other_unwell,2016-08-23 19:07:23,cat
1411,1344840,"""3.19kg check for castration. occas sneeze chest noisier on insp but no other issues. owner to arrange castration - must keep as separate as poss - calici hx.  seen with <<identifier>>.""",other_healthy,2016-03-18 10:05:01,cat
1412,5984163,"Booster Ducat/FeLV. A043A01/6U2U01. O reports all well. Mild epiphora only R eye, no keratitis. BCS 5/9. HR 192, no murmur. Abdo, chest NAD. Good dental health for age. Clip claws & admin Milb",vaccination,2019-04-15 09:22:35,cat
1413,4944288,"""Vaccination. Vomited last night after ate food rapidly but no other concerns. clinical exam: Teeth looking good after dental last year. Thoracic aus and abdo palp NAD. Advised that as one off vomiting, to monitor and resee if happen again over next few meals. Vaccinated ducat+ felv s/c left hind.""",other_healthy,2018-08-23 09:09:58,cat
1415,1794344,"""skin has healed well. just need hair to regrow. rex as planned end of next month for hpc check.""",other_healthy,2016-06-27 09:19:46,cat
1416,6233585,"nothing abnormal detected on ex, i/d ok",vaccination,2019-06-12 11:46:55,cat
1427,1694437,""".  Doing well, wt stable, mucus membranes pink, EDDU normally. OK for repeats for 6 months.""",other_healthy,2016-06-03 17:53:08,cat
1428,1300633,"""pre spay check fine.""",other_healthy,2016-03-09 10:03:06,cat
1432,116627,"""0 reports less much pruritic, caudal LEFT thigh skin healing scabs almost all gone. Suspect may allergy/fleas, OR usually gets the problem in the summer. ? allergy testing if ongoing. Cont fuciderm untill all scabs gone. Strict monthly flea control.""",pruritus,2014-07-16 14:13:13,cat
1441,6080944,had insuin approx 1 hour ago. blood glucose 31.1. adv can increase insulin to 2 IU. reexma in 2 weeks and re test and fructosamine test. o will be going on holdiay and neighbour will be doing injections for a week after that. adv to change insulin cartridge before neighbour uses pen,other_healthy,2019-05-08 20:45:47,cat
1442,1807324,"""Booster- Ducat + FeLV.  In good health. Mild caclulus/gingiviits- discussed plaque off.""",vaccination,2016-06-29 09:36:25,cat
1444,1466200,"""""",vaccination,2016-04-13 17:04:01,cat
1446,6207067,booster - ducat and felv. Lost a bit of weight since last seen. Not planned. No change in thirst. No v or dia noticed. reweigh in 2 to 3 months for reweigh. advise if just simply weighing then no chanrge but if lost further weight will need consult and probably bloods. BCS 5/9 so fine today and normal weight has been about this so if drops further would be a concern. Drinks from pond so hard to monitor. No obv palpable thyroid. HR 132 and regular. teeth ok. nothing abnormal detected on abdo palpn. Seems well in self,vaccination,2019-06-06 10:25:47,cat
1448,371760,"""no improvement. still excoriation R neck. pruritus still. owner feels not improved for depo-medrone.  only superficial dermatitis. order hypoallergenic food, book appt <<name>>.  s. fuciderm.""",pruritus,2015-03-20 19:00:56,cat
1449,4106439,"""Lost R lower canine but already healing. Around 1 week ago O reports cat was play fighting with another cat and O found that he had broken off his R lower canine in the process. Cat was still happily playing. O started him on meloxicam but since stopping it after a few days has found he is still behaving normally and eating as normal. On exam site where lower R canine has been lost is already healing over with no evidence of infection and only mild erythema of healing tissue. When he lost his L lower canine the root was found to have resorbed so there was nothing to extract and given how easily this R lower canine has been lost I suspect this is the same. Plan to monitor for now rather than attempt any dental work since he is doing so well. O aware we may need to consider dental work in future if concerned.""",other_healthy,2018-01-16 09:12:13,cat
1453,6593457,HPC 6 month check. Check over looking fine. Wound almost healed.,other_healthy,2019-08-27 14:28:01,cat
1458,51474,"""Was only good for a week. Daughter home 1 week. Probably PTS when deteriorates around that time.""",other_unwell,2014-05-20 18:57:30,cat
1462,165237,"""stable. ?more ataxic. Next appointment in 4 weeks.""",other_unwell,2014-08-26 17:41:45,cat
1470,97704,"""rt eye alot of bruising and swelling around outer conjunctiva large ulcer on eye shallow looks like trauma advise""",other_unwell,2014-07-01 19:14:34,cat
1477,3517011,"""miserable over weekend - but other 2 were as well. wt loss, not keen to eat. Not sure regarding diarrhoea - nothign much in tray as not been eating. Can now feel mid abdo mass (again) prob mesenteric LN , dont think faeces. somewhat guarded outlook regarding response to these injections but try.""",other_unwell,2017-08-21 10:59:50,cat
1479,167962,"""Starting PETS passport. Microchip correct & in position.""",vaccination,2014-08-28 15:36:57,cat
1484,1300345,"""Tricat A337D01 + FelV 5FZV01. Next appointment in 4 weeks.""",vaccination,2016-03-09 09:44:36,cat
1485,5975766,"booster tri + felv. clinical nothing abnormal detected, teeth fine, t=38.1, mm=pink, capillary refill time 1 sec, hr=180 sounds ok, rr=24 sounds ok, nothing abnormal detected abdomen palpation, cut nails. eating ok, no vomiting or diarrhoea does still occasionally have a cough but getting less frequent.",vaccination,2019-04-12 09:09:55,cat
1498,6045485,"In for booster. No concerns at home. Goes out a lot and hunts. Clin exam: BCS 5/9. Right upper pre moalr resorptive lesion, left lower pre molar looks completely resorbed. No tartar but some ginigvitis around teeth. HR 160 bpm, no murmurs, lungs clear. Abdomen palpation soft and comfortable. Lns wnls. Tricat/felv administered. Dispensed quantex, got stronghold recently. Adv book in for dental and full mouth xrays, warned cost would be higher if we need to extract mroe than one tooth.",other_healthy,2019-04-30 14:52:14,cat
1502,2228624,"""Cat fight 2 days ago, laem yesterdat and licking at paw today. Puncture wound on dorsal aspect of left hind, no abscessation but looks infected. BAR otherwise, Vd- PUPD-. Has lost considerable weight since last seen. Chest/abdo/lnn/mm ok, hydration wnl. Remaining teeth poor, adv will require dental for extractions. Convenia given as O thinks tablets will be a struggle, meloxicam next 3 days only at slightly reduced dose as renal values unknown. Rev 1 week or sooner if any concerns. Would adv bloods at revisit to inv weight loss. Next appointment in 1 week.""",trauma,2016-09-28 16:11:57,cat
1510,1947917,"""Next appointment in 3 weeks. Worried about smelly breath. Nad on oral exam, no concerns. Has been sick once, toilets outside. Good weight, nothing abnormal detected on physical exam, not been wormed in a while so wormed in consultation. Also lapsed vac so started these today. Have recently changed food, so might be this. If persisting could try food for sensitive stomachs. Vaccinated nobviac tricat /felv, see back in 3-4 wks&apos; time.""",vaccination,2016-07-28 15:30:12,cat
1514,3636542,"""Appears to be healing well. Final POC 1 week. Next appointment in 1 week.""",post_op,2017-09-19 09:23:36,cat
1518,6519367,microchip implant,other_unwell,2019-08-09 18:33:00,cat
1520,4244607,"""1st POC. she is recovering slowly not eating much but is bother by the vest, she will not stay with the colar. wound looks fine. T 38.7. advice if owner at home to keep an eye on her and remove the vest when she <<name>> eating. if overlicking advice put the vest back on. second apoiment in 1 week,sooner if any concerns.""",vaccination,2018-02-22 17:54:30,cat
1522,317746,"""Next appointment in 2 weeks. 1.5cm diameter mass left hind, ulcerated surface. Discussed FNAB etc. O wishe to trial antibiotics, re-check 2 weeks, discussed FNAB is not settling, concerned re. possible sarcoma. Also o reports stiff on legs, trial Metacam again.""",tumour,2015-01-20 14:33:26,cat
1527,4505253,"""Difficulty jumping, occasionally having a bit of trouble jumping to windowsill. Otherwise well, stool firm on current diet and no recurrence of anal sac issues. NAD on clin exam, firm stool present, tiny amount of normal secretion in each anal sac. Gait normal, is able to jump onto consult table but definitely reluctant to do so. Dx open, would be young for OA but possible, could be ST injury etc. Home with meloxicam for a week then phone report.""",trauma,2018-05-15 16:16:53,cat
1528,3017514,"""HPC f and w.""",other_healthy,2017-04-12 17:07:13,cat
1532,4139646,""".  Next appointment in 3 weeks.""",vaccination,2018-01-24 15:10:46,cat
1533,343902,"""Prog 40,limited exam. O reports ? PD, request US, weight stable, and intermittent vomiting. Mild gingivitis on remaining teeth, but not severe dental pathology. Could give antibiotics and nsaids if urine SG OK.""",other_unwell,2015-02-16 09:44:04,cat
1534,3447647,"""OR lethargic and V+ on Sunday, then improved but V+ and lethargic again yesterday. D+ since Sunday, hasn't improved. O changed type of food mid week last week, changing back to her usual food didn't make a difference. All other cats in the house are OK. Ex: BAR++. T 39.1. Abdomen wnl, no dehydration. Pink MM CRT < 2 sec. Adv bland diet and probiotics, RC asap if further V+ or lethargy - consider investigation then (bloods, F+ analysis, hosp, ivf, etc). RC 5d. Due to be spayed - adv allow 10d from the time of recovery. Next appointment in 5 days.""",other_unwell,2017-08-03 10:29:35,cat
1536,533156,"""<<identifier>> out of cattery since saturday. kennels thaught was urinating. now o seing underweight. stranguria. e/d. passing motions. c/e: bladder 1/2 full. discussed options. medical <<identifier>>/possibly heading for more surgery. advise some cases pts. costly. o required cont medically.  advise rv 2weks if good but alot sooner/asap if off food...""",other_unwell,2015-08-17 10:01:25,cat
1546,114555,"""all well.""",vaccination,2014-07-15 10:02:12,cat
1550,446748,"""<<name>> 2nd vacc. RCP FeLV L414923 exp 01/2016. no concerns reported. weight up. CE: NAD.""",vaccination,2015-06-18 16:38:07,cat
1552,1899814,"""""",vaccination,2016-07-18 16:51:27,cat
1553,1540878,"""Owner reports no concerns. defecating, urinating, drinking, eating no c./s/d/v. CE all normal, nothing abnormal detected.  vaccianted with tricat and felv.""",vaccination,2016-04-29 18:03:10,cat
1554,2428144,"""all fine sign off.""",post_op,2016-11-11 14:33:14,cat
1557,2663306,"""Booster Vaccination - Authorised for POM-V flea &amp; worm preparations for 12 months. Any concerns from owner?  MOUTH/ DENTAL CHECK fine. EYES/EARS fine. THORAX/HEART HM grade 3/6, lunsg fine, no clinical signs, offerred ProBNP/USS - o not keen. ABDO fine. LIMBS fine. SKIN fine. DIET / WEIGHT fine. ID CHIP yes. F&amp;W { recommend Broadline (or Advocate + other wormer) }. INSURANCE N.  PHC? not member. Summary.""",vaccination,2017-01-12 10:37:35,cat
1561,2123018,"""<<identifier>> Presented for booster, over the last 3 days not eating as much, no other signs though and completely normal in self, BAR and affectionate, DUDE normally, no C/S/V/D, weight loss but good as body condition score 6-7/9, no worries from O otherwise CE mms pink and moist, capillary refill time within normal limits, eyes/ears/nose/mouth NAD, teeth clean, Lns within normal limits, chest clear, heart regular no murmur, abdo NAD, bum clean, skin and coat in great condition, vaccinated, dispensed more wormers, monitor appetite, O thinks may have something to do with the way cattery was feeding them as they seperated the wet and dry which is normally mixed, could also be due to the hot weather, recheck if continues. Next appointment in 6 months.""",vaccination,2016-09-06 09:28:51,cat
1565,715042,"""original lesions have healed. new alopeciac patch over L hip. Daughter found a flea on herself. has 3 cats in house. Must treat all 3 MONTHLY to eliminate fleas in house. hr 204/min and lost more weight.  restart methimazole.  Next appointment in 1 month.""",other_unwell,2015-10-16 18:17:03,cat
1569,3764500,"""Presented for lame left fore.O says he picked her up and cried and then she run down the stairs but she was wobbly.Then she was licking her left fore. ce unremarkable,T normal,checked over all 4 legs twice and couldn't find anything. Suspect there was something in her pad and licked it off.Reex if any concerns""",other_healthy,2017-10-18 17:08:41,cat
1570,2202678,"""Tips of ears scabby and erythematous, owner diagnosed with ringworm by doctor. can&apos;t find any other lesions. taken hair plucks and placed onto fungal culture. advise resee in 2 weeks.""",other_unwell,2016-09-22 18:06:33,cat
1578,6317896,"Straining to pass small amounts of urine in tray again and vocalising today. No blood seen. Small soft bladder, slightly thickened on palpation. Due to recurrence of condition recommend urine sample but not able to get one due to size of bladder. given analgesia and antibiotic as recurrent. Recommend feliway. Adv ini over the next 5 days must get a urine sample and consider imaging. Next appointment in 1 week.",other_unwell,2019-07-01 18:49:35,cat
1581,111944,"""Hx - noticed swelling and odd nail RF P4 again. Otherwise ok - eating/drinking as normal, o not noticed licking at it and fine in self. PE - mm pink, crt 1-2s. Eyes - bilateral roughening of cornea and white areas. Bilaterally thin strip of odd material just above pupils. Unable to see retina. Fluor negative. Auscultation and abdomen pal NAD. RF P4 nail thickened and twisted, but not growing into pad. Distal aspect of the toe extremely inflamed, oozing and peeling skin. 3.3kg. Plan - eyes - not insured or would refer. Easinophilic plaques? Would like to start steroid drops but get toe sorted first. Toe - metacam and antibiotics. Warned o probably need amputation. Buster collar. Recheck two weeks, sooner if concerned. Advised must be kept inside with buster collar.""",tumour,2014-07-12 10:18:12,cat
1584,1652337,"""Booster vaccination. NAD on CE. Lovely condition + wt stable. Adv book in for pre-emptive depo injection for july and Aug. O found comfortis worked really well for fleas but cat had lots of ticks last year so has gone back to using frontline. Skin ok at present""",vaccination,2016-05-25 17:08:13,cat
1587,5280340,. in for HPC 6 months check. weight gone down again but not eating recently. brought up fur balls twice last week. only eating dreamies. heart and lungs within normal limits. gingivitis butteeth clean. not constipated. advise try with nice food for now and symptomatic treatment as passed normal stools and well otherwise. but if still not eating by fri phone in for bloods.,other_healthy,2018-10-31 16:54:26,cat
1598,482514,"""<<identifier>>. constipated. Faeces soft on palpation. Discussed pre bloods and dental in the future. Microlax enema placed. If no better RV.""",other_unwell,2015-07-17 10:32:08,cat
1599,192607,"""<<identifier>>/<<identifier>>. booster postponed + meds check. E/D/F/U ok but is wanting food more over the last 6 months, getting meds ok.  PE: Marked weight loss. Bladder palp nodular, painful on palp, able to express urine pink tinged. Oral: inflammating LU canine, tarter++, missing most other teeth. hr 250.  advised thyroid monitor, urine sample +/- ultrasound.  bloods collected.  passed small volume urine during consult , bladder now empty to collect cysto sample.""",post_op,2014-09-18 10:13:39,cat
1600,413393,"""No vacc for 18+ months so will need second RCPFeLV in 3 weeks. Had postponed vacc because though cat dying but weight reported stabilised and eating OK. BCS 2/5, Bright, alert and responsive, dental disease ++. HR 150. Next appointment in 3 weeks.""",vaccination,2015-05-16 09:35:07,cat
1611,1127863,"""OR is eating, advise prog guarded. Remove i/v line. Next appointment in 2 days.""",post_op,2016-01-30 08:20:51,cat
1618,2098554,"""[5.68kg] Lower canine impressing on upper gingiva. Canine resting in incisor socket. No inflammation and o reports is comfortable and eating well (has gained a little weight). Otherwise looking good. Chest fine, temp 37.4. Not too concerned but monitor for signs of inappetance or discomfort and could remove lower canine if need to. O happy with that.""",other_unwell,2016-08-31 17:12:42,cat
1620,915395,"""""",other_unwell,2015-12-09 10:19:58,cat
1621,2368245,"""Clip all nails. Very good.""",post_op,2016-10-28 15:27:34,cat
1623,3165384,"<<name>> doing well. great condition.""",vaccination,2017-05-23 11:27:19,cat
1624,640879,"""<<identifier>> - euthanasia flystrike.  owner brought in this morning as collapsed - off back legs. on exam covered in diarrhoea over back end and covered in flyeggs and maggots. very matted fur over back so cannot see the extent of the damage to skin but large maggots and cat very subdued. she is at least 20 years old. owner thought the maggots were worms. advise maggots and explain will be eating her skin etc underneath the mats. need to pts to prevent suffering. explain will be issues underlying that have caused the flystrike. discuss he has another older cat. advise at least yearly health checks to assess how they are physically and weight and check for other illnesses. owner will arrange to bring the other cat in for a check-over.""",other_unwell,2015-09-25 08:48:57,cat
1632,2673613,"""Booster Vaccination - Authorised for POM-V flea &amp; worm preparations for 12 months. Any concerns from owner?  MOUTH/ DENTAL CHECK - lost incisiors already. mild gingivitis - advise logic and disucss RCW dental food and food puzzles. EYES/EARS nothing abnormal detected. THORAX/HEART nothing abnormal detected.  LIMBS. SKIN nothing abnormal detected. DIET / WEIGHT. ID CHIP.  F&amp;W {doesn&apos;t get on with broadline}. INSURANCE Y/N.  PHC? { recommend / discussed / not discussed / member / not suitable }. Summary - nice healthy cat - needs careful teeth monitoring. please give prices for deantl food, logic and food puzzles (catit <<identifier>>)""",vaccination,2017-01-14 12:03:32,cat
1633,4527715,"""Primary vacc. BAR/DUDE, physical exam NAD. Disc f.w, next vacc 4 weeks.""",other_healthy,2018-05-22 10:37:36,cat
1634,4612329,"""lower PM right side FORL and advise dental. ear.eyes fine. heart check fine. nothing abnormal detected on abdomen palp. lnn normal. vacccine restart. Next appointment in 3 weeks.""",vaccination,2018-06-14 17:43:59,cat
1635,926862,"""Sore L eye. keeping eye closed. OR has been out fighting. Exam: Scratch and pinprick visible on Left eye, central cornea. Fluor +, not too deep. likely cat scratch on eye surface. no other major wounds. advise recheck one week. put one blob isathal in left eye here. injection metacam.""",other_healthy,2015-12-11 15:17:08,cat
1637,6681562,start vaccs tricat/felv vacc. microchip in scruff: <<microchip>>. discuss worm ing/flea treatment. est age ~2-5yrs. some mild tartar on upper molars. in v good health. rehomed and o unsure history. not sure if spayed.,other_healthy,2019-09-14 12:50:03,cat
1641,365907,"""Applied Stronghold.""",other_healthy,2015-03-13 15:49:20,cat
1644,5459303,BOOSTER CVR FELV. Health check nothing abnormal detected.  See if can find urinary stress with reduced calorie for <<identifier>> to help with weight issues,vaccination,2018-12-10 10:15:06,cat
1646,616128,"""O has been taking collar off now and again over the last week. Yesterday <<identifier>> pulled scab off tail tip and o placed a dressing over. Tissue red and healthy. Adv to keep collar on at all times and to leave without dressing to allow wound to dry and heal over. rv in 1 weeks time or sooner if any concerns.""",post_op,2015-09-17 10:41:41,cat
1649,249849,"""mouth quite settled cf the past. some uinflammation along gum line L side. and hyperpklastic gum around RU K9. but is hugely better than has been in the past.  nb/ weight loss. ?worried by fleas had. treated and gone now. Had FAD with it. cleared. .  hr 144/min. watch weight. Next appointment in 3 months. sooner if feeling losing more weight""",vaccination,2014-11-13 10:39:00,cat
1654,1918487,"""lovely kitten, apparently <<identifier>> <<identifier>> cross, large litter, settled in well, on complete diet. no flea and worming as of yet. bar, muc memb pin, crt 1 sec, ears/nose/eyes fine, chest no adventitial lung soudns, abdomens oft, pulse qual good, HR 100, v soft hm 1/6, susepct flow murmur, dischussed. discussed flow murmur.  see back in 3-4 weeks.""",vaccination,2016-07-22 14:28:36,cat
1659,709622,"""patient presented in congestive heart failure. resp rate 60, gallop rhythm audible bilaterally, has moderate amount of ascites, patient is quiet, alert and responsive but otherwise starwheel fine, gums pale. had a long chat with owner about pts. advised that we can try him on furosemide tablets. advised that it will not fix the problem and that he should have a strong think about pts to be done within the next week. advised that if he gets any worse clinically he will need to come in for 02, furosemide injections and intensive monitoring. owner to have a think about all of this. strongly advised euthanasia soon.""",respiratory,2015-10-15 17:06:45,cat
1662,4046552,"""developed a large mass left side elbow extending 10cm diam , within skin but nobbly underneat. some irritation. doesnt go out ? mycobacterial ? secondary to pf, possible primary causing pf as if neoplastic could be kicking off pemphigus./. secondary infection so start abs discussed fnab o thinking re removal anyway so adv 1 week abs and update 1 week prob book for surg at that point. adv may be problematic dt sioze location and on board steroids.""",pruritus,2017-12-29 15:27:23,cat
1663,3682085,"""""",vaccination,2017-09-29 10:14:56,cat
1664,5241344,"In for second vacc- FeLv and tricat. OR all fine, BAR DUDE normal. CE NAD. To give flea treatment today wormer in a week.",other_healthy,2018-10-23 17:12:25,cat
1669,3162722,"""Px Check. Hx: all seems stable. Yowls alot at night. Appetite = good. Does have occ V+ but always has done. Exam: Continued gradual wt loss. Won't allow thorough mouth exam. Reacting to light being shone in eyes but won't keep still enough for thorough eye excam. Pupils are not fully dilated. Abdo palp- can feel some solid faeces but unable to feel a lump (suspect lump felt at last px check). HR 200. Rest of exam OK.  Offer further monitoring tests but declined. Tx: Clip claws. Supply more Amodip. Reexam 3 months.""",other_unwell,2017-05-22 17:31:41,cat
1670,3507098,"""OR no cocnerns, no C-S-D-V. Eating, drinking, urinating and faeces normal, bright, alert and responsive, nothing abnormal detected apart from dental disease++. Advised dental +/-joining HPC. Annual vacc""",vaccination,2017-08-17 18:05:47,cat
1676,1004079,"""3.22kg Doing really well. eating not quite full amoutn but prefers dry food and is startign to eat some of this. Wet food try to mash up to get ore in. Tongue is doing really well pink healthy looking tissue just needs to fully reepithelialise. Weight up drinking and toiletting N. No GI upsets with meds. Only has 1 dose bup left, if decliens off his can collect more, otherwise cont melox another 5 d will be due more abx next Sun if not fully resovled though think shoud be right by then.""",trauma,2016-01-03 10:34:53,cat
1684,6752597,"Tachypnoea. Noticed over last monthish breathign bit faster, <<identifier>> as normal, exercise levels unchanged, no vdcs, goes outside a lot. Weight loss but BCS currently 5/9, was fat and not sudden. Abdo palp NAD, mod calculus, mucous membranes P&M, CRT 2s. HR 180bpm, no murmur, regularly regular, respiratory rate 48rpm, slightly increased resp noises ventral lung fields but no dull areas or crackles/wheeze, vv mild tracheal turb. Disc owner findings and options, investigations would be bloods and radiographs, could trial NSAIDs in case inflammatory, or monitor sleeping respiratory rate and investigate if no improvement or worsens. opt latter",respiratory,2019-10-01 16:52:01,cat
1687,1444382,"""owner will phone next week and let as know about cremation. no able to stand, not eating or drinking, seems very uncomfortablr, very pale. advise PTS, possible uremia.""",other_healthy,2016-04-08 17:12:11,cat
1691,4682376,"""6 month check - some weight loss and peridontal disease. O says doing well, eddu all fine. CE - BCS 3.5, BAR, lost 300g from last visit. Feels on the thin side. Rest of exam NAD. No goitre palpable.  Advised O.""",other_unwell,2018-07-02 17:28:25,cat
1697,3254450,"""lost a lot of weight. Liquid faeces. O thinks time to let her go. On exam can feel squelchy rope like intestines. Suspect small cell lymphoma""",other_unwell,2017-06-15 18:35:21,cat
1700,5215945,"Vet:<<name>> Problem: licking foot Weight: 4.25kg BCS: 4-5/9. Has been a little quiet in himself last few days, has also been licking at FL foot, not wanting to put weight on it. BAR, small matts around back end. other 3 feet fine, resistent to exam of FL foot - had to use twoel to examine. Nails fine, D aspect of foot fine but mild erythema and SIT on ventral aspect of intergdigital webs. No visible cut, FB etc, no pus or other evidence of infection. Plan: Ais, bathe BID with salt water if possible, recheck in 5-7 days, if doing well at that point can try and clip matts and nails as got a bit stressed today. Next appointment in 5 days. recheck 5-7 days.",trauma,2018-10-18 10:07:19,cat
1705,4182358,"""HR 106, pulse rate 106. RR 52.""",other_unwell,2018-02-05 15:09:01,cat
1709,862766,"""Recheck.  No urine/ faeces passed at home. Still bright in self, resting in crate. Bar in consult room, MM P&amp;M, CRT 2 sec, hydration status normal. Hr and Rr normal, chest clear on ausc. Large bladder: Expressed bladder- dark, pungent urine. Expressed as much as possibly could. Rectal examination: faeces in colon approx 1cm into anus. - Administered micralax to aid defaecation. Discussed use of Feliway to aid stress relief at home. Discussed QoL, possible outcomes.  1) PTS.  2) innervation of urinary bladder and rectum return with tail amputation.  3) full recovery (unlikely). O aware still guarded prognosis. Daughter upset re QoL already... Recheck with <<name>> tomorrow.""",trauma,2015-11-25 00:00:00,cat
1710,1520458,"""nobi felv 5gsj01. dude fine, no v/d/c/s, BAR. CE: MM pp crt1s, teeth fine, chest clear, abdomen all ok, wt ideal. advise on diet.""",vaccination,2016-04-26 09:24:18,cat
